slide_ID,num_patches,all_patches
JMR3163,43986,302022
JMR3164,58966,129332
JMR3165,9806,37350
JMR3166,7769,37074
JMR3167,52201,159138
JMR3168,51236,128554
JMR3170,74037,166662
JMR3171,23226,75600
JMR3172,8224,31512
JMR3173,5476,30750
JMR3174,1242,17816
JMR3175,12176,69708
JMR3177,116028,302022
JMR3178,19365,58380
JMR3179,45516,105644
JMR3180,7644,66447
JMR3181,37358,131648
JMR3184,2773,28905
JMR3185,9667,68094
JMR3186,5212,328202
JMR3187,42053,89590
JMR3188,8369,30046
JMR3189,99350,166320
JMR3190,9483,37248
JMR3191,33399,83980
JMR3192,63530,148058
JMR3193,33149,79866
JMR3194,3751,56744
JMR3195,6517,33368
JMR3197,57103,160358
JMR3199,7852,35321
JMR3201,63219,172788
JMR3203,12105,54967
JMR3204,2329,24582
JMR3205,5242,211972
JMR3207,44709,115500
JMR3208,32161,328202
JMR3209,31756,89858
JMR3210,30410,84825
JMR3211,13000,46332
JMR3213,33696,92400
JMR3216,23603,101430
JMR3217,981,28690
JMR3219,6262,25688
JMR3220,27,12875
JMR3221,703,11186
JMR3222,4694,42822
JMR3223,21361,94605
JMR3224,26922,62985
JMR3225,8696,302022
JMR3230,12381,79076
JMR3231,261,12012
JMR3232,5959,45008
JMR3233,87398,165426
JMR3237,22280,63726
JMR3238,5166,45675
JMR3241,10160,302022
JMR3242,81658,141332
JMR3244,20070,302022
JMR3245,4348,24192
JMR3246,11804,48380
JMR3247,3710,302022
JMR3248,12194,328202
JMR3249,85983,148626
JMR3250,66908,138272
JMR3251,108623,302022
JMR3252,30786,121100
JMR3255,577,107426
JMR3256,53876,133900
JMR3257,37562,115705
JMR3258,23058,83055
JMR3259,19485,55944
JMR3260,42999,107548
JMR3261,7452,45632
JMR3262,13210,43296
JMR3263,29213,99000
JMR3264,18606,63612
JMR3267,15730,53280
JMR3269,18358,52460
JMR3270,13982,66690
JMR3271,5967,302022
JMR3272,21312,78319
JMR3273,9135,56244
JMR3274,15127,71599
JMR3275,5605,328202
JMR3276,33399,302022
JMR3277,6446,27710
JMR3278,25174,65330
JMR3280,12205,60956
JMR3281,12135,42500
JMR3282,28803,72352
